Date,Year,Model,Revenue,Quantity Sold,Region,Country,Channel
,,,,,,,
20/07/2021,2021, Mercedes GLB,101227,3,Africa,South Africa,Online
20/07/2021,2021,Mercedes A-Class Sedan,110266,1,South America,Colombia,Online
,,,,,,,
21/07/2021,2021,Mercedes AMG E63 S,30036,3,Africa,Kenya,Wholesale
21/07/2021,2021, Mercedes GLB,55545,5,Asia,South Korea,Online
21/07/2021,2021,Mercedes S-Class,41170,4,Europe,Germany,Dealership
22/07/2021,2021,Mercedes CLS Coupe,37430,5,Asia,South Korea,Online
22/07/2021,2021, Mercedes AMG C63 Coupe,68918,3,Europe,Germany,Wholesale
22/07/2021,2021,Mercedes-Benz Kamloops,50762,2,Europe,Spain,Online
22/07/2021,2021,Mercedes GLA,46090,2,North America,Canada,Wholesale
23/07/2021,2021,Mercedes AMG CLA 45,96798,4,Africa,Nigeria,Dealership
24/07/2021,2021,Mercedes GLA,71541,3,South America,Brazil,Online
24/07/2021,2021,Mercedes A-Class Sedan,110174,4,Asia,Japan,Dealership
,,,,,,,
26/07/2021,2021,Mercedes AMG GT 4-Door Coupe,85092,1,South America,Chile,Dealership
26/07/2021,2021,Mercedes CLS Coupe,79179,5,Africa,Kenya,Online
27/07/2021,2021,Mercedes GLE,57677,1,South America,Argentina,Dealership
27/07/2021,2021,Mercedes GLE Coupe,40298,2,North America,United States,Dealership
27/07/2021,2021,Mercedes S-Class,59572,5,North America,Canada,Wholesale
27/07/2021,2021,Mercedes GLE Coupe,107831,1,Europe,France,Wholesale
28/07/2021,2021,Mercedes AMG GT 4-Door Coupe,64563,2,Europe,United Kingdom,Dealership
29/07/2021,2021,Mercedes GLE,54045,1,Europe,Italy,Wholesale
30/07/2021,2021,Mercedes GLC,93654,5,Europe,France,Online
30/07/2021,2021,Mercedes GLE Coupe,55836,1,Africa,Morocco,Wholesale
30/07/2021,2021,Mercedes GLE Coupe,56508,5,Europe,France,Dealership
31/07/2021,2021, Mercedes AMG C63 Coupe,41282,1,South America,Argentina,Dealership
31/07/2021,2021,Mercedes CLE Coupe,51198,4,Europe,United Kingdom,Online
,,,,,,,
31/07/2021,2021,Mercedes GLE Coupe,94668,1,Europe,United Kingdom,Dealership
1/8/2021,2021,Mercedes AMG CLA 45,114614,1,South America,Brazil,Dealership
1/8/2021,2021,Mercedes GLE Coupe,118295,4,South America,Brazil,Dealership
1/8/2021,2021, Mercedes GLB,46257,2,South America,Colombia,Online
1/8/2021,2021, Mercedes EQB,38308,5,Asia,South Korea,Dealership
2/8/2021,2021,Mercedes CLE Coupe,90951,3,Asia,India,Dealership
,,,,,,,
2/8/2021,2021, Mercedes EQB,72973,2,Asia,Japan,Dealership
2/8/2021,2021,Mercedes E-Class,74782,5,Europe,Italy,Wholesale
3/8/2021,2021,Mercedes A-Class Sedan,72774,1,Asia,Japan,Wholesale
,,,,,,,
3/8/2021,2021,Mercedes AMG SL 63,77611,2,Europe,France,Dealership
3/8/2021,2021, Mercedes EQB,63779,1,South America,Brazil,Dealership
3/8/2021,2021,Mercedes C-Class Coupe,74156,2,North America,United States,Online
,,,,,,,
3/8/2021,2021,Mercedes S-Class,110808,2,Asia,Thailand,Wholesale
5/8/2021,2021,Mercedes CLA Coupe,100015,3,Europe,Spain,Dealership
,,,,,,,
5/8/2021,2021,Mercedes GLE,103230,4,Asia,Thailand,Dealership
5/8/2021,2021, Mercedes GLB,77346,2,South America,Peru,Wholesale
5/8/2021,2021,Mercedes GLC,60158,1,North America,United States,Wholesale
5/8/2021,2021,Mercedes CLS Coupe,70542,3,North America,United States,Wholesale
6/8/2021,2021, Mercedes AMG C63 Coupe,71128,2,Africa,Egypt,Wholesale
6/8/2021,2021,Mercedes GLE,75991,4,North America,United States,Wholesale
6/8/2021,2021,Mercedes AMG GT 4-Door Coupe,114320,1,North America,Canada,Dealership
7/8/2021,2021,Mercedes GLE Coupe,98541,3,Asia,Thailand,Online
7/8/2021,2021,Mercedes CLE Coupe,69766,5,Asia,India,Online
,,,,,,,
7/8/2021,2021,Mercedes AMG CLA 45,98876,4,Europe,Italy,Online
7/8/2021,2021,Mercedes C-Class Coupe,33864,5,South America,Chile,Online
,,,,,,,
8/8/2021,2021,Mercedes EQA,118660,5,Africa,Nigeria,Dealership
8/8/2021,2021, Mercedes EQB,85951,3,Africa,Morocco,Online
8/8/2021,2021,Mercedes GLC Coupe,73969,3,Asia,China,Dealership
9/8/2021,2021,Mercedes AMG SL 63,104836,3,North America,Mexico,Dealership
9/8/2021,2021,Mercedes CLA Coupe,39156,5,South America,Peru,Wholesale
,,,,,,,
9/8/2021,2021,Mercedes GLS,83749,1,Africa,Morocco,Online
10/8/2021,2021,Mercedes C-Class Coupe,96024,3,South America,Chile,Online
,,,,,,,
11/8/2021,2021,Mercedes CLS Coupe,57488,4,North America,Mexico,Online
11/8/2021,2021, Mercedes AMG C63 Coupe,46306,3,North America,Mexico,Wholesale
11/8/2021,2021,Mercedes GLS,52254,3,Europe,United Kingdom,Dealership
11/8/2021,2021, Mercedes GLB,91572,3,North America,Mexico,Online
11/8/2021,2021,Mercedes CLA Coupe,47538,5,Europe,Italy,Online
,,,,,,,
11/8/2021,2021,Mercedes S-Class,57700,1,Europe,United Kingdom,Online
11/8/2021,2021,Mercedes AMG E63 S,53007,3,Africa,Nigeria,Dealership
12/8/2021,2021,Mercedes EQE SUV,115054,5,South America,Argentina,Online
12/8/2021,2021,Mercedes GLA,103040,4,Africa,Kenya,Dealership
12/8/2021,2021,Mercedes AMG GT 4-Door Coupe,112946,1,Europe,Spain,Online
13/08/2021,2021,Mercedes S-Class,66389,5,Europe,Spain,Online
14/08/2021,2021,Mercedes GLS,115783,2,Europe,Spain,Dealership
14/08/2021,2021,Mercedes AMG GT 4-Door Coupe,31943,4,South America,Peru,Dealership
14/08/2021,2021, Mercedes EQB,93572,4,South America,Peru,Wholesale
14/08/2021,2021,Mercedes C-Class Coupe,84004,2,Africa,Egypt,Dealership
,,,,,,,
15/08/2021,2021,Mercedes AMG GT 4-Door Coupe,59495,5,Europe,Germany,Online
15/08/2021,2021,Mercedes S-Class,39593,5,Africa,Nigeria,Wholesale
15/08/2021,2021,Mercedes A-Class Sedan,32673,4,Africa,South Africa,Online
,,,,,,,
15/08/2021,2021,Mercedes AMG C63 S,41721,5,South America,Colombia,Online
16/08/2021,2021,Mercedes EDQ Sedan,90977,2,South America,Peru,Wholesale
16/08/2021,2021, Mercedes AMG C63 Coupe,111079,5,South America,Colombia,Dealership
16/08/2021,2021,Mercedes EQE SUV,33140,4,Europe,Italy,Wholesale
16/08/2021,2021,Mercedes A-Class Sedan,106237,5,Africa,South Africa,Wholesale
,,,,,,,
16/08/2021,2021,Mercedes EQE SUV,80135,1,Africa,Nigeria,Wholesale
16/08/2021,2021,Mercedes GLE,43102,2,Europe,France,Online
16/08/2021,2021, Mercedes EQB,103803,2,Asia,India,Dealership
16/08/2021,2021,Mercedes GLA,104327,3,Africa,Nigeria,Wholesale
17/08/2021,2021,Mercedes AMG GT 4-Door Coupe,118576,5,Asia,Thailand,Online
17/08/2021,2021,Mercedes CLE Coupe,73183,2,North America,Mexico,Dealership
,,,,,,,
17/08/2021,2021,Mercedes CLE Coupe,77510,5,Europe,Spain,Online
,,,,,,,
18/08/2021,2021,Mercedes AMG CLA 45,86899,1,Africa,Egypt,Wholesale
19/08/2021,2021,Mercedes CLA Coupe,79869,4,North America,Mexico,Dealership
,,,,,,,
19/08/2021,2021,Mercedes CLE Coupe,44897,4,Europe,United Kingdom,Online
,,,,,,,
19/08/2021,2021,Mercedes GLC,82236,3,Asia,China,Dealership
19/08/2021,2021,Mercedes S-Class,43901,3,North America,Canada,Wholesale
20/08/2021,2021,Mercedes A-Class Sedan,59404,2,Asia,China,Wholesale
,,,,,,,
20/08/2021,2021,Mercedes AMG C63 S,78671,2,Europe,United Kingdom,Wholesale
20/08/2021,2021, Mercedes GLB,118589,2,South America,Chile,Dealership
20/08/2021,2021,Mercedes GLE Coupe,118970,1,North America,Mexico,Dealership
20/08/2021,2021,Mercedes AMG SL 63,45430,3,Africa,South Africa,Online
21/08/2021,2021,Mercedes GLA,80641,3,North America,Mexico,Online
21/08/2021,2021,Mercedes GLE Coupe,54055,4,Europe,United Kingdom,Wholesale
22/08/2021,2021,Mercedes AMG C63 S,82290,3,North America,United States,Wholesale
22/08/2021,2021,Mercedes AMG E63 S,118424,3,North America,Mexico,Dealership
23/08/2021,2021,Mercedes GLE,42043,1,Europe,France,Dealership
23/08/2021,2021,Mercedes AMG SL 63,44060,2,Europe,Spain,Dealership
24/08/2021,2021,Mercedes-Benz Kamloops,104805,1,Asia,India,Dealership
24/08/2021,2021,Mercedes GLC,93690,5,Africa,South Africa,Dealership
25/08/2021,2021,Mercedes GLC,93564,4,Asia,China,Wholesale
25/08/2021,2021,Mercedes CLS Coupe,117821,4,North America,United States,Wholesale
25/08/2021,2021,Mercedes GLC,35383,4,Africa,Kenya,Wholesale
26/08/2021,2021,Mercedes GLC,72180,2,Asia,India,Online
26/08/2021,2021,Mercedes C-Class Coupe,37669,2,North America,Mexico,Online
,,,,,,,
26/08/2021,2021,Mercedes GLA,91439,2,North America,Canada,Online
26/08/2021,2021,Mercedes AMG CLA 45,99529,4,Asia,Japan,Wholesale
26/08/2021,2021,Mercedes CLA Coupe,117189,4,North America,Canada,Wholesale
,,,,,,,
26/08/2021,2021,Mercedes CLE Coupe,31237,4,South America,Peru,Online
,,,,,,,
26/08/2021,2021,Mercedes EQE SUV,67703,5,Africa,Kenya,Wholesale
27/08/2021,2021,Mercedes AMG CLA 45,37408,5,Europe,Spain,Wholesale
27/08/2021,2021,Mercedes S-Class,98197,4,South America,Colombia,Wholesale
28/08/2021,2021,Mercedes CLA Coupe,110653,2,Europe,Germany,Online
,,,,,,,
29/08/2021,2021,Mercedes CLA Coupe,115346,2,Asia,Japan,Dealership
,,,,,,,
30/08/2021,2021,Mercedes CLE Coupe,45930,5,South America,Peru,Dealership
,,,,,,,
30/08/2021,2021,Mercedes CLE Coupe,85881,5,Africa,South Africa,Wholesale
,,,,,,,
30/08/2021,2021,Mercedes AMG C63 S,97238,4,Africa,Nigeria,Dealership
31/08/2021,2021,Mercedes CLE Coupe,53427,4,North America,Canada,Dealership
,,,,,,,
1/9/2021,2021, Mercedes GLB,109919,2,South America,Brazil,Online
1/9/2021,2021,Mercedes AMG CLA 45,91353,3,Africa,Kenya,Dealership
3/9/2021,2021,Mercedes GLA,74555,2,Asia,India,Online
3/9/2021,2021,Mercedes AMG GT 4-Door Coupe,38678,2,Europe,Germany,Dealership
3/9/2021,2021,Mercedes EDQ Sedan,100746,4,Europe,United Kingdom,Online
3/9/2021,2021,Mercedes-Benz Kamloops,98264,3,South America,Brazil,Online
4/9/2021,2021,Mercedes GLE,107568,3,Africa,Egypt,Dealership
4/9/2021,2021, Mercedes EQB,104041,4,Asia,Japan,Online
4/9/2021,2021,Mercedes AMG SL 63,44075,1,Africa,Nigeria,Wholesale
4/9/2021,2021,Mercedes AMG GT 4-Door Coupe,72680,4,North America,United States,Dealership
5/9/2021,2021,Mercedes EQA,105507,5,Asia,Thailand,Wholesale
5/9/2021,2021,Mercedes EDQ Sedan,40988,3,Asia,China,Dealership
5/9/2021,2021,Mercedes AMG C63 S,48262,4,South America,Peru,Wholesale
6/9/2021,2021,Mercedes GLC Coupe,33857,2,Asia,Japan,Wholesale
6/9/2021,2021,Mercedes GLC,114502,2,Asia,India,Dealership
6/9/2021,2021,Mercedes AMG C63 S,74541,2,Europe,France,Online
8/9/2021,2021,Mercedes AMG GT 4-Door Coupe,36630,4,Europe,Germany,Dealership
8/9/2021,2021,Mercedes CLE Coupe,45468,1,South America,Peru,Wholesale
,,,,,,,
8/9/2021,2021,Mercedes CLA Coupe,34987,5,South America,Brazil,Online
,,,,,,,
9/9/2021,2021,Mercedes S-Class,90445,2,Africa,Egypt,Online
9/9/2021,2021, Mercedes GLB,106488,4,Africa,South Africa,Dealership
9/9/2021,2021, Mercedes GLB,93368,1,Africa,South Africa,Dealership
9/9/2021,2021, Mercedes EQB,79634,3,North America,United States,Wholesale
9/9/2021,2021,Mercedes GLE Coupe,85344,3,Asia,China,Online
9/9/2021,2021,Mercedes EQE SUV,39872,5,South America,Peru,Online
10/9/2021,2021,Mercedes-Benz Kamloops,48936,4,Europe,Spain,Wholesale
10/9/2021,2021,Mercedes EQE SUV,61001,4,Africa,Morocco,Wholesale
10/9/2021,2021,Mercedes GLC,99134,2,North America,Canada,Dealership
11/9/2021,2021,Mercedes EQA,113762,1,Africa,South Africa,Dealership
11/9/2021,2021,Mercedes EQE SUV,55168,5,North America,United States,Wholesale
12/9/2021,2021,Mercedes EQA,50704,1,Asia,South Korea,Wholesale
12/9/2021,2021,Mercedes C-Class Coupe,84157,5,North America,Mexico,Wholesale
,,,,,,,
12/9/2021,2021,Mercedes-Benz Kamloops,63428,4,Europe,Germany,Dealership
13/09/2021,2021,Mercedes GLC Coupe,33255,4,North America,Mexico,Dealership
13/09/2021,2021,Mercedes CLA Coupe,83861,5,Africa,Nigeria,Wholesale
,,,,,,,
13/09/2021,2021, Mercedes EQB,103002,1,North America,United States,Wholesale
13/09/2021,2021,Mercedes EQA,69453,3,Asia,China,Online
13/09/2021,2021, Mercedes AMG C63 Coupe,119443,3,Africa,South Africa,Online
13/09/2021,2021,Mercedes EQA,51826,2,South America,Argentina,Dealership
14/09/2021,2021,Mercedes-Benz Kamloops,99445,2,Asia,India,Online
14/09/2021,2021,Mercedes GLE,36088,1,Africa,Egypt,Online
14/09/2021,2021,Mercedes CLA Coupe,56730,4,South America,Colombia,Dealership
,,,,,,,
14/09/2021,2021,Mercedes CLE Coupe,43570,1,Africa,Nigeria,Online
,,,,,,,
14/09/2021,2021,Mercedes AMG E63 S,46471,5,Europe,United Kingdom,Wholesale
14/09/2021,2021,Mercedes EQA,83906,3,Asia,South Korea,Online
15/09/2021,2021,Mercedes GLA,118545,2,Africa,Kenya,Dealership
15/09/2021,2021,Mercedes GLA,109908,1,North America,Mexico,Dealership
15/09/2021,2021,Mercedes GLS,82900,1,North America,United States,Wholesale
16/09/2021,2021, Mercedes GLB,63527,5,Europe,United Kingdom,Dealership
16/09/2021,2021,Mercedes AMG SL 63,63738,4,Africa,Nigeria,Dealership
16/09/2021,2021,Mercedes EDQ Sedan,76973,4,Europe,United Kingdom,Wholesale
16/09/2021,2021, Mercedes GLB,108191,3,Africa,Egypt,Online
17/09/2021,2021,Mercedes AMG GT 4-Door Coupe,111176,2,Europe,Italy,Online
17/09/2021,2021,Mercedes AMG SL 63,51530,4,North America,Mexico,Dealership
17/09/2021,2021,Mercedes S-Class,30715,4,North America,United States,Dealership
17/09/2021,2021,Mercedes GLE,55247,4,Asia,South Korea,Online
17/09/2021,2021,Mercedes EQE SUV,65236,1,Europe,France,Online
17/09/2021,2021,Mercedes AMG SL 63,65749,4,Europe,United Kingdom,Dealership
17/09/2021,2021,Mercedes CLA Coupe,70558,5,Asia,China,Online
,,,,,,,
18/09/2021,2021,Mercedes CLS Coupe,76059,3,North America,Mexico,Dealership
18/09/2021,2021,Mercedes GLS,107080,4,Europe,Spain,Dealership
18/09/2021,2021,Mercedes GLE,36829,2,Asia,Japan,Wholesale
18/09/2021,2021,Mercedes CLE Coupe,74344,1,Europe,Italy,Wholesale
,,,,,,,
19/09/2021,2021,Mercedes-Benz Kamloops,87943,5,Asia,India,Online
19/09/2021,2021,Mercedes GLS,98971,3,South America,Peru,Dealership
19/09/2021,2021,Mercedes CLE Coupe,108253,1,Europe,France,Online
,,,,,,,
20/09/2021,2021,Mercedes A-Class Sedan,81548,5,Africa,Egypt,Online
,,,,,,,
20/09/2021,2021,Mercedes AMG E63 S,99073,1,Asia,India,Wholesale
20/09/2021,2021,Mercedes CLE Coupe,95869,3,Asia,Thailand,Dealership
,,,,,,,
20/09/2021,2021,Mercedes GLE Coupe,85041,3,South America,Chile,Wholesale
21/09/2021,2021,Mercedes CLA Coupe,40485,4,Europe,Germany,Wholesale
,,,,,,,
22/09/2021,2021, Mercedes AMG C63 Coupe,79217,2,Europe,Germany,Wholesale
22/09/2021,2021,Mercedes EDQ Sedan,45175,4,North America,Mexico,Dealership
23/09/2021,2021,Mercedes EDQ Sedan,63831,1,Europe,Spain,Wholesale
23/09/2021,2021,Mercedes-Benz Kamloops,65284,4,Asia,Thailand,Online
23/09/2021,2021,Mercedes S-Class,72281,3,Europe,Spain,Dealership
23/09/2021,2021,Mercedes CLE Coupe,54601,3,Asia,Thailand,Dealership
,,,,,,,
24/09/2021,2021, Mercedes GLB,105827,3,Asia,Thailand,Online
24/09/2021,2021,Mercedes AMG SL 63,85450,4,North America,Mexico,Online
24/09/2021,2021,Mercedes A-Class Sedan,114660,5,North America,Canada,Online
,,,,,,,
25/09/2021,2021,Mercedes GLS,44052,4,South America,Chile,Wholesale
25/09/2021,2021,Mercedes C-Class Coupe,87247,4,Europe,Spain,Wholesale
,,,,,,,
25/09/2021,2021,Mercedes E-Class,106939,4,Asia,China,Wholesale
25/09/2021,2021, Mercedes GLB,105045,4,Africa,Kenya,Wholesale
25/09/2021,2021,Mercedes GLC,54529,3,Africa,Egypt,Wholesale
26/09/2021,2021, Mercedes GLB,32539,2,Asia,South Korea,Wholesale
26/09/2021,2021,Mercedes CLS Coupe,35230,4,Africa,Morocco,Wholesale
26/09/2021,2021,Mercedes CLS Coupe,35521,4,Asia,Japan,Wholesale
26/09/2021,2021,Mercedes AMG E63 S,67208,2,Asia,Japan,Wholesale
26/09/2021,2021,Mercedes CLS Coupe,99726,4,Africa,Kenya,Dealership
27/09/2021,2021,Mercedes C-Class Coupe,108970,2,North America,Canada,Dealership
,,,,,,,
27/09/2021,2021,Mercedes CLA Coupe,118228,3,Asia,South Korea,Dealership
,,,,,,,
27/09/2021,2021,Mercedes CLE Coupe,74544,5,Africa,Morocco,Wholesale
,,,,,,,
28/09/2021,2021,Mercedes GLE Coupe,70735,4,Asia,China,Dealership
28/09/2021,2021,Mercedes GLA,49750,5,Europe,Italy,Wholesale
29/09/2021,2021,Mercedes C-Class Coupe,65980,4,Africa,Egypt,Wholesale
,,,,,,,
29/09/2021,2021,Mercedes EQE SUV,55618,1,Africa,Kenya,Dealership
29/09/2021,2021,Mercedes-Benz Kamloops,117204,1,Europe,United Kingdom,Dealership
30/09/2021,2021,Mercedes EQA,35164,3,Asia,China,Online
30/09/2021,2021,Mercedes GLE Coupe,96610,5,Europe,Germany,Dealership
30/09/2021,2021,Mercedes AMG GT 4-Door Coupe,107271,5,Africa,Nigeria,Dealership
30/09/2021,2021,Mercedes GLE Coupe,87740,2,Asia,Thailand,Wholesale
1/10/2021,2021,Mercedes CLS Coupe,95123,2,North America,Canada,Wholesale
1/10/2021,2021,Mercedes CLE Coupe,73056,4,South America,Peru,Wholesale
,,,,,,,
1/10/2021,2021,Mercedes CLS Coupe,45270,2,North America,United States,Online
1/10/2021,2021,Mercedes C-Class Coupe,65925,2,Asia,India,Wholesale
,,,,,,,
1/10/2021,2021,Mercedes GLE Coupe,54225,5,South America,Colombia,Wholesale
2/10/2021,2021,Mercedes-Benz Kamloops,78544,1,Africa,South Africa,Dealership
2/10/2021,2021,Mercedes A-Class Sedan,96606,5,Asia,China,Wholesale
,,,,,,,
2/10/2021,2021,Mercedes S-Class,39874,2,Africa,South Africa,Online
3/10/2021,2021,Mercedes C-Class Coupe,60284,4,Europe,Italy,Online
,,,,,,,
3/10/2021,2021,Mercedes EQE SUV,64782,1,Asia,Thailand,Dealership
4/10/2021,2021,Mercedes C-Class Coupe,84524,2,Asia,India,Wholesale
,,,,,,,
4/10/2021,2021,Mercedes GLA,92661,2,Europe,France,Wholesale
5/10/2021,2021,Mercedes CLA Coupe,38614,4,Africa,Kenya,Dealership
,,,,,,,
5/10/2021,2021,Mercedes GLE Coupe,82634,4,South America,Peru,Online
6/10/2021,2021,Mercedes GLS,115550,2,Europe,United Kingdom,Online
7/10/2021,2021,Mercedes-Benz Kamloops,62640,2,Asia,Japan,Online
7/10/2021,2021,Mercedes GLE,47696,5,North America,Mexico,Dealership
7/10/2021,2021,Mercedes AMG GT 4-Door Coupe,44436,3,Asia,China,Wholesale
7/10/2021,2021,Mercedes CLE Coupe,39515,4,North America,United States,Wholesale
,,,,,,,
8/10/2021,2021,Mercedes GLC,72012,4,Europe,Italy,Dealership
9/10/2021,2021,Mercedes CLA Coupe,115968,5,North America,Canada,Dealership
,,,,,,,
9/10/2021,2021, Mercedes GLB,73654,1,Africa,South Africa,Online
10/10/2021,2021,Mercedes AMG E63 S,51086,1,South America,Chile,Wholesale
10/10/2021,2021,Mercedes E-Class,46923,1,South America,Colombia,Wholesale
10/10/2021,2021,Mercedes A-Class Sedan,44003,4,North America,Canada,Wholesale
,,,,,,,
12/10/2021,2021,Mercedes EQA,47013,3,Europe,Italy,Dealership
12/10/2021,2021,Mercedes AMG SL 63,46551,3,Asia,China,Online
13/10/2021,2021,Mercedes AMG SL 63,95633,5,Asia,India,Online
13/10/2021,2021, Mercedes AMG C63 Coupe,49668,1,Africa,Kenya,Wholesale
13/10/2021,2021,Mercedes GLC Coupe,31634,1,South America,Chile,Online
14/10/2021,2021,Mercedes S-Class,105440,2,South America,Brazil,Online
14/10/2021,2021,Mercedes A-Class Sedan,39764,5,Europe,Spain,Dealership
,,,,,,,
14/10/2021,2021,Mercedes-Benz Kamloops,55651,5,South America,Chile,Online
15/10/2021,2021,Mercedes AMG E63 S,30100,4,Africa,Morocco,Dealership
15/10/2021,2021, Mercedes EQB,86327,4,Asia,India,Online
15/10/2021,2021,Mercedes GLC Coupe,83179,5,South America,Peru,Wholesale
16/10/2021,2021,Mercedes EQA,85883,3,Africa,Nigeria,Wholesale
16/10/2021,2021,Mercedes AMG GT 4-Door Coupe,115058,5,Europe,United Kingdom,Dealership
16/10/2021,2021,Mercedes CLE Coupe,57163,3,Europe,France,Online
,,,,,,,
17/10/2021,2021,Mercedes-Benz Kamloops,86081,4,Africa,Egypt,Dealership
17/10/2021,2021,Mercedes EQA,117200,5,South America,Colombia,Online
18/10/2021,2021, Mercedes EQB,83833,3,South America,Brazil,Dealership
18/10/2021,2021,Mercedes EQA,81342,2,South America,Argentina,Wholesale
18/10/2021,2021,Mercedes EQA,81538,2,South America,Argentina,Wholesale
18/10/2021,2021,Mercedes EQE SUV,52487,5,Asia,South Korea,Wholesale
19/10/2021,2021,Mercedes AMG C63 S,84345,1,North America,Mexico,Online
20/10/2021,2021,Mercedes CLA Coupe,74183,5,Europe,Germany,Wholesale
,,,,,,,
20/10/2021,2021,Mercedes GLA,92232,4,South America,Argentina,Wholesale
20/10/2021,2021,Mercedes AMG CLA 45,110773,4,Africa,South Africa,Online
21/10/2021,2021, Mercedes GLB,37928,2,Asia,Japan,Online
21/10/2021,2021,Mercedes AMG GT 4-Door Coupe,61760,3,South America,Peru,Wholesale
21/10/2021,2021,Mercedes CLE Coupe,90539,2,North America,Mexico,Wholesale
,,,,,,,
21/10/2021,2021,Mercedes AMG GT 4-Door Coupe,60027,3,North America,United States,Wholesale
22/10/2021,2021,Mercedes GLE,117986,5,North America,United States,Online
22/10/2021,2021,Mercedes GLC Coupe,70680,1,Africa,Egypt,Online
22/10/2021,2021,Mercedes GLE,34370,4,South America,Colombia,Wholesale
22/10/2021,2021,Mercedes EQA,115990,5,South America,Argentina,Dealership
22/10/2021,2021,Mercedes C-Class Coupe,76642,2,Europe,Spain,Online
,,,,,,,
22/10/2021,2021,Mercedes EQA,95997,5,Europe,Spain,Wholesale
23/10/2021,2021,Mercedes CLE Coupe,52623,1,South America,Brazil,Dealership
,,,,,,,
23/10/2021,2021,Mercedes GLE Coupe,88536,3,Asia,China,Wholesale
23/10/2021,2021,Mercedes C-Class Coupe,106566,1,South America,Colombia,Online
,,,,,,,
25/10/2021,2021,Mercedes S-Class,34758,2,Asia,South Korea,Online
25/10/2021,2021,Mercedes EDQ Sedan,117719,1,Asia,South Korea,Wholesale
25/10/2021,2021,Mercedes AMG CLA 45,41333,4,Africa,Kenya,Wholesale
26/10/2021,2021,Mercedes GLS,55594,1,South America,Peru,Online
26/10/2021,2021,Mercedes GLE Coupe,38894,5,South America,Peru,Wholesale
26/10/2021,2021,Mercedes CLA Coupe,74905,3,Europe,Germany,Online
,,,,,,,
26/10/2021,2021,Mercedes-Benz Kamloops,92284,4,Africa,Morocco,Online
26/10/2021,2021,Mercedes EDQ Sedan,77995,4,Asia,China,Wholesale
28/10/2021,2021,Mercedes CLA Coupe,65516,4,South America,Chile,Dealership
,,,,,,,
29/10/2021,2021, Mercedes EQB,74696,2,Africa,Egypt,Wholesale
29/10/2021,2021, Mercedes AMG C63 Coupe,99853,2,Asia,India,Wholesale
29/10/2021,2021,Mercedes EQA,35213,5,Africa,Egypt,Dealership
30/10/2021,2021,Mercedes EQA,61051,3,Africa,Egypt,Online
30/10/2021,2021,Mercedes AMG CLA 45,58754,1,Asia,China,Dealership
30/10/2021,2021,Mercedes EQA,75858,5,North America,Mexico,Online
30/10/2021,2021,Mercedes EQE SUV,95971,2,North America,Mexico,Dealership
1/11/2021,2021,Mercedes CLE Coupe,87202,5,Europe,France,Online
,,,,,,,
1/11/2021,2021,Mercedes AMG GT 4-Door Coupe,119317,3,Africa,Nigeria,Online
1/11/2021,2021,Mercedes E-Class,94949,5,South America,Brazil,Wholesale
1/11/2021,2021,Mercedes C-Class Coupe,101441,4,Africa,Egypt,Wholesale
,,,,,,,
2/11/2021,2021,Mercedes CLS Coupe,31125,1,North America,United States,Wholesale
2/11/2021,2021,Mercedes GLE Coupe,86543,2,North America,Mexico,Online
2/11/2021,2021,Mercedes C-Class Coupe,94372,2,Africa,South Africa,Dealership
,,,,,,,
2/11/2021,2021,Mercedes AMG GT 4-Door Coupe,97824,3,Europe,Germany,Wholesale
3/11/2021,2021,Mercedes AMG C63 S,38373,3,North America,Mexico,Wholesale
3/11/2021,2021,Mercedes GLS,56866,3,South America,Argentina,Dealership
3/11/2021,2021,Mercedes AMG GT 4-Door Coupe,101980,2,North America,Mexico,Online
3/11/2021,2021,Mercedes AMG CLA 45,41227,4,Africa,Kenya,Wholesale
3/11/2021,2021,Mercedes S-Class,63152,1,Europe,France,Online
3/11/2021,2021,Mercedes A-Class Sedan,58198,3,South America,Argentina,Dealership
,,,,,,,
4/11/2021,2021,Mercedes AMG GT 4-Door Coupe,44284,2,Africa,Kenya,Online
4/11/2021,2021,Mercedes AMG CLA 45,70059,4,North America,Canada,Online
4/11/2021,2021,Mercedes GLE Coupe,108847,3,Africa,South Africa,Dealership
4/11/2021,2021,Mercedes GLS,117310,3,South America,Argentina,Dealership
4/11/2021,2021, Mercedes GLB,59553,1,Asia,South Korea,Dealership
4/11/2021,2021,Mercedes GLE,108893,1,Africa,Morocco,Online
5/11/2021,2021,Mercedes EDQ Sedan,39322,5,Africa,Morocco,Dealership
6/11/2021,2021,Mercedes AMG CLA 45,38127,3,Africa,South Africa,Wholesale
6/11/2021,2021,Mercedes AMG E63 S,33709,5,North America,United States,Dealership
7/11/2021,2021,Mercedes EDQ Sedan,87061,2,Europe,Spain,Dealership
7/11/2021,2021,Mercedes GLC,63067,1,Europe,Spain,Wholesale
7/11/2021,2021,Mercedes A-Class Sedan,61818,4,Asia,South Korea,Online
,,,,,,,
8/11/2021,2021,Mercedes GLC Coupe,108002,3,Africa,Morocco,Online
8/11/2021,2021,Mercedes GLC Coupe,108669,3,Africa,Kenya,Wholesale
8/11/2021,2021,Mercedes AMG C63 S,83846,5,South America,Brazil,Online
9/11/2021,2021, Mercedes GLB,51370,1,North America,United States,Wholesale
9/11/2021,2021,Mercedes CLA Coupe,99098,5,North America,Mexico,Online
,,,,,,,
